"Anon_Clara_1864" "Barclay_Ladies_1917" "Bennet_Babylon_1902" "Blackmore_Erema_1877" "Burnett_Garden_1911" "Cbronte_Jane_1847" "Chesterton_Innocence_1911" "Conrad_Almayer_1895" "Corelli_Innocent_1914" "Dickens_Bleak_1853" "Doyle_Hound_1902" "Eliot_Adam_1859" "Ford_Girl_1907" "Forster_Angels_1905" "Galsworthy_Man_1906" "Gaskell_Lovers_1863" "Gissing_Unclassed_1884" "Haggard_Mines_1885" "Hardy_Jude_1895" "James_Ambassadors_1903" "Kipling_Captains_1896" "Lawrence_Peacock_1911" "Lee_Albany_1884" "Lytton_Kenelm_1873" "Meredith_Feverel_1859" "Morris_Roots_1890" "Schreiner_Farm_1883" "Stevenson_Arrow_1888" "Thackeray_Esmond_1852" "Trollope_Phineas_1869" "Ward_Ashe_1905" "Wcollins_Basil_1852" "Woolf_Lighthouse_1927"
"pupil" 0.000508577153697102 0 0.00146797610134907 0.000599261709573805 0 0.013360624635923 0 0 0 0.00140629174928631 0 0.00139116240893683 0 0 0 0.00209122990458764 0.000800563596772128 0 0.00274906531779195 0.000607644163577809 0 0.000804867840700557 0.00318532203605785 0.0036556388228843 0.00355368131770503 0 0 0.00124612144699622 0.0112430533991498 0.00530793612278015 0 0.00171732783788425 0
"quoth" 0 0 0 0 0 0 0 0 0 0.00168755009914357 0 0 0 0 0 0.00104561495229382 0 0 0 0 0.00188355841856435 0 0 0.0067890435282137 0.00947648351388009 0.014907476423502 0 0.00872285012897357 0.00053538349519761 0 0 0 0
"rushing" 0.00356004007587971 0 0.00293595220269814 0.00659187880531186 0.00493510339041603 0.00106884997087384 0.00252921240325763 0.00476932370989794 0.00157749856053256 0.00140629174928631 0.00672789046994315 0.00185488321191577 0 0 0.0018287553491094 0.00731930466605672 0.000800563596772128 0.00606266369191968 0.000687266329447988 0.00121528832715562 0 0.00321947136280223 0 0.0010444682351098 0.00118456043923501 0.00129630229769582 0.000992348989292554 0.00124612144699622 0.00374768446638327 0.00151655317793718 0.00415869583298678 0.000858663918942126 0.00143560589746903
"safely" 0.0015257314610913 0.0196380060877819 0.00587190440539628 0.00179778512872142 0.00123377584760401 0.00213769994174768 0.00252921240325763 0.00158977456996598 0.00157749856053256 0.00168755009914357 0.00168197261748579 0.00139116240893683 0 0 0 0.00156842242844073 0.000800563596772128 0.00121253273838394 0.000687266329447988 0.000607644163577809 0 0.000804867840700557 0.00318532203605785 0.0020889364702196 0.00118456043923501 0.00129630229769582 0.00198469797858511 0 0 0.00113741488345289 0.00346557986082231 0.00515198351365276 0.00143560589746903
"shocked" 0.00203430861478841 0 0 0.00119852341914761 0 0.00587867483980611 0.00126460620162881 0.00317954913993196 0.00157749856053256 0.00309384184842988 0.00168197261748579 0.000927441605957885 0.0114754568666265 0.00801747810226293 0.0018287553491094 0.00209122990458764 0.00240169079031638 0.00121253273838394 0 0.00121528832715562 0 0.000804867840700557 0.00159266101802892 0.0015667023526647 0.00414596153732254 0 0 0.00124612144699622 0.00214153398079044 0.000379138294484296 0 0.0034346556757685 0.00287121179493805
"similar" 0 0 0.00440392830404721 0.000599261709573805 0 0.00374097489805843 0.00379381860488644 0 0.00157749856053256 0.0036563585481444 0.00168197261748579 0 0.00286886421665663 0.00400873905113147 0.00274313302366409 0.00522807476146909 0 0.0121253273838394 0.00412359797668793 0.000607644163577809 0 0.000804867840700557 0.00637064407211569 0.0015667023526647 0.00355368131770503 0 0 0.00124612144699622 0.00267691747598805 0.00113741488345289 0.00415869583298678 0.000858663918942126 0
"simplicity" 0.00305146292218261 0.00572775177560305 0.00440392830404721 0.00179778512872142 0 0.00213769994174768 0.0113814558146593 0.00317954913993196 0.00552124496186397 0.00281258349857261 0 0.000463720802978942 0 0.00400873905113147 0.0018287553491094 0.00104561495229382 0.000800563596772128 0.00121253273838394 0.00206179898834396 0.00303822081788904 0.0037671168371287 0 0.00477798305408677 0.0005222341175549 0.00177684065885252 0 0.00198469797858511 0.00124612144699622 0.00321230097118566 0.000379138294484296 0.00138623194432893 0.00257599175682638 0.00861363538481416
"sore" 0.00610292584436522 0.00654600202926063 0 0.00179778512872142 0 0.00106884997087384 0 0.00158977456996598 0.00157749856053256 0.00112503339942905 0 0.0032460456208526 0.00286886421665663 0 0.00365751069821879 0.0130701869036727 0.00240169079031638 0.00485013095353575 0 0.00121528832715562 0 0.00321947136280223 0.00318532203605785 0.0015667023526647 0 0.0155556275723499 0.00396939595717022 0.022430186045932 0.00053538349519761 0.00682448930071733 0.00346557986082231 0 0
"thunder" 0.000508577153697102 0.00900075279023337 0 0.00239704683829522 0 0.00106884997087384 0.00379381860488644 0.0127181965597278 0.00157749856053256 0.00112503339942905 0.0134557809398863 0.00139116240893683 0 0 0.0018287553491094 0 0.000800563596772128 0.00606266369191968 0.000687266329447988 0.00121528832715562 0.0169520257670792 0.00402433920350278 0 0 0.00177684065885252 0.00324075574423956 0 0.00373836434098867 0.00107076699039522 0.000758276588968592 0.00138623194432893 0.0103039670273055 0
"changing" 0.0010171543073942 0 0.00733988050674535 0.00359557025744283 0.0123377584760401 0.00106884997087384 0.00505842480651525 0.00317954913993196 0.000788749280266282 0.00450013359771618 0 0.00139116240893683 0.00860659264996988 0.00400873905113147 0.000914377674554698 0.00261403738073454 0.00240169079031638 0 0.00481086430613591 0.00182293249073343 0.00188355841856435 0.000804867840700557 0 0.0005222341175549 0.00355368131770503 0.00259260459539165 0.00297704696787766 0.00373836434098867 0.00053538349519761 0.00341224465035866 0.00415869583298678 0.00772797527047913 0.00574242358987611
"concealed" 0.00406861722957681 0.00490950152194547 0.00146797610134907 0.00239704683829522 0.00123377584760401 0.00320654991262151 0.00252921240325763 0 0 0.00112503339942905 0.00504591785245736 0.000463720802978942 0 0 0.00365751069821879 0.00313684485688145 0.00240169079031638 0 0 0.00121528832715562 0 0 0.00159266101802892 0.0088779799984333 0.00177684065885252 0 0.00198469797858511 0.0124612144699622 0.00053538349519761 0 0.00138623194432893 0.00686931135153701 0.00430681769240708
"constantly" 0.00203430861478841 0.000818250253657579 0.00146797610134907 0 0.00246755169520801 0.000534424985436919 0.00505842480651525 0 0.00315499712106513 0.00421887524785892 0.00168197261748579 0.00417348722681048 0.00573772843331325 0 0 0.00365965233302836 0.012809017548354 0.00242506547676787 0.00137453265889598 0.00850701829008932 0 0.00160973568140111 0.0127412881442314 0.0020889364702196 0.00236912087847002 0.000648151148847911 0 0.00124612144699622 0.0117784368943474 0.00265396806139007 0.00207934791649339 0.0120212948651898 0.00143560589746903
"garland" 0 0.000818250253657579 0 0 0 0.000534424985436919 0 0 0 0.000281258349857261 0 0 0 0 0 0 0 0 0.000687266329447988 0 0 0 0 0 0.000592280219617505 0.00194445344654373 0 0 0 0 0.000693115972164463 0 0
"happens" 0.00254288576848551 0.000818250253657579 0.00440392830404721 0.00539335538616425 0.00246755169520801 0.000534424985436919 0.00252921240325763 0 0.00473249568159769 0.0036563585481444 0 0.00278232481787365 0.00573772843331325 0.00400873905113147 0 0.000522807476146909 0.00320225438708851 0.00242506547676787 0.00274906531779195 0.00303822081788904 0.00188355841856435 0.00402433920350278 0 0.0015667023526647 0.00118456043923501 0 0.000992348989292554 0 0.00053538349519761 0.00113741488345289 0.00277246388865785 0.00429331959471063 0.00430681769240708
"hats" 0.00356004007587971 0 0 0.000599261709573805 0 0.000534424985436919 0.00379381860488644 0 0 0.00112503339942905 0 0.00185488321191577 0 0 0.00274313302366409 0.00209122990458764 0.000800563596772128 0 0.00137453265889598 0.000607644163577809 0 0.000804867840700557 0.00159266101802892 0 0.000592280219617505 0.000648151148847911 0 0 0.00160615048559283 0 0 0 0.00143560589746903
"offence" 0.00457719438327391 0.00245475076097274 0 0 0 0.000534424985436919 0 0 0.00236624784079885 0.00393761689800166 0 0.00370976642383154 0.00286886421665663 0 0 0.00627368971376291 0 0 0.000687266329447988 0.00182293249073343 0 0.000804867840700557 0.00159266101802892 0.0031334047053294 0.00355368131770503 0 0 0.00249224289399245 0.00214153398079044 0.00417052123932726 0.00901050763813801 0.00601064743259488 0
"precisely" 0 0.00490950152194547 0.0102758327094435 0 0 0.00694752481067995 0.00126460620162881 0 0.000788749280266282 0.00140629174928631 0.00504591785245736 0.0032460456208526 0.0430329632498494 0 0.0018287553491094 0 0.00160112719354426 0 0.00687266329447988 0.0261286990338458 0.00188355841856435 0 0 0.0020889364702196 0 0 0 0 0 0 0.00346557986082231 0.00171732783788425 0.0114848471797522
"recollection" 0.00406861722957681 0.00327300101463031 0 0 0.00123377584760401 0.00427539988349535 0 0.00317954913993196 0.000788749280266282 0.00225006679885809 0.00672789046994315 0.00185488321191577 0 0 0.00274313302366409 0.00627368971376291 0.00720507237094915 0.00121253273838394 0.000687266329447988 0.00243057665431124 0 0 0.00477798305408677 0.0036556388228843 0.00236912087847002 0 0 0.00623060723498112 0.00107076699039522 0 0.00415869583298678 0.00515198351365276 0.00143560589746903
"religious" 0.000508577153697102 0.00245475076097274 0 0.00239704683829522 0.00123377584760401 0.00160327495631076 0.00885224341140169 0 0.00157749856053256 0.000562516699714523 0 0.00695581204468414 0 0.00200436952556573 0.000914377674554698 0.00156842242844073 0.00960676316126553 0.00121253273838394 0.00755992962392786 0 0 0.000804867840700557 0.00637064407211569 0.0020889364702196 0.00177684065885252 0 0.000992348989292554 0.00124612144699622 0.00321230097118566 0 0.00346557986082231 0 0
"smaller" 0.0015257314610913 0.00163650050731516 0.00440392830404721 0.000599261709573805 0.00246755169520801 0.00160327495631076 0.0126460620162881 0.00794887284982989 0.00157749856053256 0.00140629174928631 0.00168197261748579 0.00278232481787365 0 0.00200436952556573 0.00731502139643758 0.00156842242844073 0.000800563596772128 0.00727519643030362 0.00274906531779195 0.00121528832715562 0.00941779209282176 0.00160973568140111 0 0.0015667023526647 0.00118456043923501 0.00324075574423956 0.000992348989292554 0.00124612144699622 0 0.000379138294484296 0.00485181180515124 0 0
"swift" 0.00356004007587971 0.0180015055804667 0.00440392830404721 0.00359557025744283 0 0.000534424985436919 0.00632303100814406 0.00635909827986392 0.00709874352239654 0.000281258349857261 0.00504591785245736 0.00231860401489471 0.0200820495165964 0 0.0018287553491094 0.00470526728532218 0 0.00242506547676787 0 0.000607644163577809 0.00188355841856435 0.00482920704420334 0 0.0015667023526647 0.00236912087847002 0.00324075574423956 0 0.0137073359169585 0.012313820389545 0 0.00207934791649339 0.00171732783788425 0.00287121179493805
"tower" 0.0116972745350333 0 0.00587190440539628 0.00359557025744283 0 0.00160327495631076 0.0101168496130305 0 0.000788749280266282 0.00168755009914357 0 0 0.00860659264996988 0.0160349562045259 0.0018287553491094 0.00156842242844073 0 0.00121253273838394 0.0054981306355839 0.00121528832715562 0 0.00482920704420334 0.00477798305408677 0.0073112776457686 0.000592280219617505 0.00324075574423956 0 0.00747672868197735 0.00963690291355698 0.000379138294484296 0.000693115972164463 0.000858663918942126 0.00574242358987611
"coarse" 0.0015257314610913 0.000818250253657579 0 0.000599261709573805 0.00123377584760401 0.00427539988349535 0.00126460620162881 0 0.00157749856053256 0.00168755009914357 0.00168197261748579 0.00231860401489471 0 0 0.0018287553491094 0.00365965233302836 0.00400281798386064 0 0.00412359797668793 0.00243057665431124 0 0.00643894272560446 0.00477798305408677 0.0010444682351098 0.00118456043923501 0 0.00396939595717022 0 0.00214153398079044 0.000379138294484296 0.00207934791649339 0.000858663918942126 0
"exact" 0.0010171543073942 0.00163650050731516 0.00440392830404721 0.000599261709573805 0.00123377584760401 0.0026721249271846 0.00632303100814406 0 0.00157749856053256 0.00281258349857261 0.00672789046994315 0.0032460456208526 0.00860659264996988 0 0.0109725320946564 0.00470526728532218 0.00240169079031638 0.00485013095353575 0.00412359797668793 0 0 0.00241460352210167 0.00159266101802892 0.0026111705877745 0.00296140109808753 0 0.00396939595717022 0.00249224289399245 0.00160615048559283 0.00227482976690578 0.00277246388865785 0.00171732783788425 0.00430681769240708
"fog" 0.00915438876654783 0.000818250253657579 0.00293595220269814 0 0 0.00160327495631076 0 0.00317954913993196 0.000788749280266282 0.00900026719543236 0.0218656440273152 0 0 0.00400873905113147 0.0228594418638675 0 0.00160112719354426 0.00121253273838394 0.00618539696503189 0 0.0828765704168315 0.00160973568140111 0 0 0 0 0 0 0 0 0 0.00257599175682638 0
"franks" 0.0122058516887304 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"infinite" 0.0015257314610913 0.00736425228291821 0.00733988050674535 0.000599261709573805 0 0.00106884997087384 0.00505842480651525 0.00476932370989794 0.00236624784079885 0.00225006679885809 0.00504591785245736 0.00185488321191577 0.0286886421665663 0.00200436952556573 0.0018287553491094 0 0.000800563596772128 0.00121253273838394 0.00206179898834396 0.00121528832715562 0 0.00160973568140111 0.00159266101802892 0.0005222341175549 0.00355368131770503 0 0.00595409393575533 0 0.00053538349519761 0.00151655317793718 0.00277246388865785 0 0.00287121179493805
"pony" 0.00406861722957681 0 0 0 0.00740265508562404 0.00160327495631076 0 0 0 0.00140629174928631 0.00336394523497157 0.00417348722681048 0 0 0.0018287553491094 0 0 0 0 0 0 0 0 0.0062668094106588 0.00118456043923501 0 0.00396939595717022 0 0 0.00492879782829585 0.000693115972164463 0 0
"recalled" 0 0.00654600202926063 0 0.00119852341914761 0 0.00587867483980611 0.00126460620162881 0.00635909827986392 0.000788749280266282 0.00253132514871535 0.00336394523497157 0.00139116240893683 0 0.00200436952556573 0.000914377674554698 0.00261403738073454 0.00240169079031638 0 0.00206179898834396 0.00729172996293371 0 0 0.00159266101802892 0.0005222341175549 0.00118456043923501 0 0.000992348989292554 0.0049844857879849 0.00321230097118566 0.000758276588968592 0.00970362361030247 0.00429331959471063 0.00717802948734513
"sampson" 0 0 0.0924824943849914 0.0149815427393451 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000992348989292554 0 0 0 0 0 0
"terribly" 0.00305146292218261 0 0.00146797610134907 0.00119852341914761 0 0 0 0 0.000788749280266282 0.00112503339942905 0 0.0032460456208526 0.00286886421665663 0.0100218476278287 0.00548626604732819 0.000522807476146909 0.00400281798386064 0.00121253273838394 0.0054981306355839 0 0 0.000804867840700557 0.00477798305408677 0.0031334047053294 0.000592280219617505 0.00194445344654373 0 0 0 0.00341224465035866 0.00207934791649339 0.0034346556757685 0.00143560589746903
"witch" 0 0 0 0.00239704683829522 0 0.0026721249271846 0.00126460620162881 0.00317954913993196 0.000788749280266282 0.000562516699714523 0 0 0 0 0 0.000522807476146909 0 0.0121253273838394 0 0 0 0 0 0.0047001070579941 0.00355368131770503 0 0.000992348989292554 0.00249224289399245 0 0 0 0 0
"anxiously" 0 0.00409125126828789 0.00440392830404721 0.000599261709573805 0.00863643093322805 0.00160327495631076 0 0.00635909827986392 0.00394374640133141 0.00309384184842988 0 0.00370976642383154 0 0.00200436952556573 0.00365751069821879 0.00104561495229382 0.00560394517740489 0.00363759821515181 0.00343633164723994 0.00121528832715562 0 0.000804867840700557 0.00159266101802892 0 0.00177684065885252 0.000648151148847911 0.000992348989292554 0.00124612144699622 0.00053538349519761 0.000379138294484296 0.00207934791649339 0.00858663918942126 0.00143560589746903
"deadly" 0.00559434869066812 0 0.00146797610134907 0.00179778512872142 0 0.00160327495631076 0.00126460620162881 0.00476932370989794 0.00236624784079885 0.00168755009914357 0.00168197261748579 0.000463720802978942 0 0.00400873905113147 0 0.00261403738073454 0.00480338158063277 0.00242506547676787 0.00206179898834396 0 0 0.00241460352210167 0 0.0010444682351098 0.00118456043923501 0.00453705804193538 0.00595409393575533 0.00872285012897357 0.00053538349519761 0.000758276588968592 0.000693115972164463 0.00601064743259488 0
"debts" 0 0 0.0132117849121416 0.000599261709573805 0 0.000534424985436919 0.00126460620162881 0.00158977456996598 0 0.00112503339942905 0 0 0 0 0 0 0.000800563596772128 0.00121253273838394 0.000687266329447988 0.000607644163577809 0 0.000804867840700557 0 0.0005222341175549 0.00177684065885252 0 0 0 0.00214153398079044 0.00341224465035866 0.00762427569380909 0.00515198351365276 0
"elegant" 0.00610292584436522 0 0 0.00179778512872142 0 0.0026721249271846 0.0101168496130305 0 0.00236624784079885 0.00309384184842988 0.00336394523497157 0.000927441605957885 0 0.00200436952556573 0.0018287553491094 0.000522807476146909 0 0 0.000687266329447988 0.000607644163577809 0.00188355841856435 0.00160973568140111 0 0.005222341175549 0.000592280219617505 0 0.000992348989292554 0 0.00214153398079044 0 0.00346557986082231 0 0.00143560589746903
"estella" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"lack" 0.0015257314610913 0.00490950152194547 0 0.00119852341914761 0 0.00160327495631076 0.00126460620162881 0.00158977456996598 0.00552124496186397 0 0.00168197261748579 0.000463720802978942 0.00860659264996988 0 0.00365751069821879 0.000522807476146909 0.00720507237094915 0 0.00343633164723994 0.00121528832715562 0 0.000804867840700557 0.00159266101802892 0.0005222341175549 0.00177684065885252 0.00842596493502285 0 0.011215093022966 0 0.00265396806139007 0.00138623194432893 0 0.00143560589746903
"noon" 0.00203430861478841 0.00490950152194547 0.00146797610134907 0.00179778512872142 0 0.00694752481067995 0.00632303100814406 0.00158977456996598 0.000788749280266282 0.00225006679885809 0.00168197261748579 0.00185488321191577 0 0 0.0018287553491094 0.00104561495229382 0.000800563596772128 0.00242506547676787 0 0.00182293249073343 0.00941779209282176 0.00241460352210167 0 0.0057445752931039 0.00118456043923501 0.0136111741258061 0 0.00747672868197735 0.00214153398079044 0.00151655317793718 0 0.000858663918942126 0
"receiving" 0.00305146292218261 0.00245475076097274 0.00146797610134907 0.00119852341914761 0 0.0026721249271846 0.00252921240325763 0.00317954913993196 0.00157749856053256 0.00281258349857261 0 0.00139116240893683 0.00286886421665663 0 0.0018287553491094 0.00209122990458764 0.00240169079031638 0.00485013095353575 0.000687266329447988 0.00425350914504466 0.00188355841856435 0.00321947136280223 0.00955596610817354 0.0005222341175549 0.00414596153732254 0 0.000992348989292554 0.00124612144699622 0.00321230097118566 0.00341224465035866 0.000693115972164463 0.00429331959471063 0.00143560589746903
"scandal" 0.00203430861478841 0.00900075279023337 0.00293595220269814 0.000599261709573805 0 0 0.00126460620162881 0.00158977456996598 0.00946499136319538 0 0.00672789046994315 0.000463720802978942 0 0.0060131085766972 0.0118869097692111 0 0.00160112719354426 0 0.00618539696503189 0.00121528832715562 0 0 0.00955596610817354 0.0036556388228843 0.00592280219617505 0 0.000992348989292554 0 0.00214153398079044 0.000758276588968592 0.00901050763813801 0.000858663918942126 0
"vivid" 0.00356004007587971 0.00409125126828789 0 0.000599261709573805 0 0.00320654991262151 0.0126460620162881 0.0127181965597278 0.000788749280266282 0 0 0.00231860401489471 0 0.00200436952556573 0.00274313302366409 0.00261403738073454 0.00240169079031638 0.00242506547676787 0.00137453265889598 0.0103299507808227 0 0.00643894272560446 0.00159266101802892 0.0010444682351098 0.00355368131770503 0 0.00198469797858511 0 0.00053538349519761 0 0 0.00171732783788425 0.00287121179493805
"woke" 0.000508577153697102 0.00245475076097274 0 0.000599261709573805 0 0.00213769994174768 0.00126460620162881 0.0127181965597278 0.000788749280266282 0.000281258349857261 0 0.000927441605957885 0 0.00801747810226293 0.0018287553491094 0.000522807476146909 0.00320225438708851 0.0109127946454554 0 0 0.00188355841856435 0.00321947136280223 0 0.0026111705877745 0.000592280219617505 0.000648151148847911 0.0109158388822181 0.00124612144699622 0.00321230097118566 0.000758276588968592 0.0055449277773157 0.00171732783788425 0.0100492412822832
"en" 0 0 0 0 0 0.00427539988349535 0 0.00158977456996598 0.00315499712106513 0 0 0.00370976642383154 0 0 0 0.0193438766174356 0.00160112719354426 0 0 0.00303822081788904 0.00188355841856435 0 0 0.0015667023526647 0 0.00712966263732702 0 0.00373836434098867 0.00160615048559283 0.000379138294484296 0.00485181180515124 0 0.00717802948734513
"etc" 0 0 0 0.00299630854786903 0 0 0.00126460620162881 0 0.00315499712106513 0 0 0 0 0 0.0018287553491094 0 0 0.00242506547676787 0 0 0.00188355841856435 0.00160973568140111 0 0.0078335117633235 0.000592280219617505 0 0 0 0 0 0.00207934791649339 0 0
"harry^s" 0.000508577153697102 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00156842242844073 0 0 0 0 0 0 0 0 0 0 0 0 0.0198091893223116 0 0.000693115972164463 0 0
"narrative" 0.000508577153697102 0 0 0.00299630854786903 0 0.00694752481067995 0.00126460620162881 0.00317954913993196 0.000788749280266282 0.00506265029743071 0.0134557809398863 0.000927441605957885 0 0 0 0.00104561495229382 0.000800563596772128 0 0.00137453265889598 0.000607644163577809 0 0 0.00477798305408677 0 0.00177684065885252 0 0.000992348989292554 0 0.00107076699039522 0.000379138294484296 0 0.0240425897303795 0
"neglected" 0.00203430861478841 0.000818250253657579 0 0.00479409367659044 0.00246755169520801 0.00320654991262151 0.00505842480651525 0.00158977456996598 0.000788749280266282 0.00309384184842988 0.00336394523497157 0.00185488321191577 0.00286886421665663 0.00200436952556573 0.00274313302366409 0.00104561495229382 0.00240169079031638 0 0.00206179898834396 0.00425350914504466 0 0.00321947136280223 0.00318532203605785 0.0057445752931039 0.00118456043923501 0 0 0 0.00107076699039522 0.00189569147242148 0.00346557986082231 0.00429331959471063 0
"revealed" 0.00203430861478841 0.0106372532975485 0.00146797610134907 0 0.00616887923802004 0.00374097489805843 0.00505842480651525 0 0.000788749280266282 0.00140629174928631 0.00168197261748579 0.000463720802978942 0.0114754568666265 0.0160349562045259 0.00365751069821879 0.00156842242844073 0.00320225438708851 0.00606266369191968 0.00481086430613591 0.00121528832715562 0.00565067525569306 0.00160973568140111 0.00796330509014461 0.0026111705877745 0.00355368131770503 0 0 0 0.00107076699039522 0 0.00277246388865785 0.00257599175682638 0.00430681769240708
"secretary" 0 0 0.00146797610134907 0 0 0 0.00885224341140169 0 0.00394374640133141 0.000562516699714523 0 0 0.00286886421665663 0 0.0018287553491094 0 0 0 0 0 0.0169520257670792 0 0.00318532203605785 0 0 0 0 0 0.0155261213607307 0.0144072551904033 0.00970362361030247 0 0
"staff" 0.0010171543073942 0 0.00587190440539628 0.00419483196701664 0 0 0.00252921240325763 0.0127181965597278 0.00157749856053256 0.00168755009914357 0.00672789046994315 0 0.00286886421665663 0 0.000914377674554698 0 0 0.00121253273838394 0.000687266329447988 0 0 0 0 0 0 0.0058333603396312 0 0.0049844857879849 0.00321230097118566 0.000758276588968592 0.000693115972164463 0.00171732783788425 0.00143560589746903
"therein" 0.0015257314610913 0.00490950152194547 0.00440392830404721 0.000599261709573805 0 0.00106884997087384 0 0 0.000788749280266282 0.00112503339942905 0 0 0 0 0.000914377674554698 0.00104561495229382 0 0.00121253273838394 0.00481086430613591 0 0 0.000804867840700557 0.00159266101802892 0.0036556388228843 0 0.0518520919078329 0.00297704696787766 0.00872285012897357 0 0.000379138294484296 0 0 0
"weeping" 0.00203430861478841 0.00900075279023337 0 0.00179778512872142 0 0.0026721249271846 0 0.00317954913993196 0.00709874352239654 0.00225006679885809 0 0.00139116240893683 0 0.0060131085766972 0.000914377674554698 0.005750882237616 0.00240169079031638 0.00242506547676787 0.00412359797668793 0 0 0.00321947136280223 0.00796330509014461 0.0010444682351098 0.00473824175694004 0.0103704183815666 0.00992348989292554 0 0.00374768446638327 0.00151655317793718 0.00138623194432893 0.0034346556757685 0.00143560589746903
"catherick" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"clung" 0.00457719438327391 0.00245475076097274 0.00146797610134907 0.00179778512872142 0 0.00374097489805843 0.00632303100814406 0.00317954913993196 0.00394374640133141 0.00225006679885809 0.00168197261748579 0.00463720802978942 0 0.00200436952556573 0.00640064372188289 0.00209122990458764 0.00720507237094915 0 0.000687266329447988 0.00121528832715562 0.00188355841856435 0.0112681497698078 0 0.0020889364702196 0.00414596153732254 0.00129630229769582 0.00297704696787766 0.00249224289399245 0.00267691747598805 0.000758276588968592 0.0055449277773157 0 0
"crossing" 0.00254288576848551 0.00572775177560305 0 0.00179778512872142 0 0.0026721249271846 0.00379381860488644 0.00953864741979587 0 0.00421887524785892 0.00168197261748579 0.000927441605957885 0 0 0.00365751069821879 0.00156842242844073 0 0 0.00412359797668793 0.00182293249073343 0 0.00160973568140111 0.00637064407211569 0.0020889364702196 0.00118456043923501 0.00129630229769582 0.000992348989292554 0.00373836434098867 0.00267691747598805 0.000758276588968592 0.00346557986082231 0.000858663918942126 0.00574242358987611
"erect" 0.00203430861478841 0.00818250253657579 0 0 0 0.00534424985436919 0.0101168496130305 0.00635909827986392 0.00394374640133141 0.000562516699714523 0 0.00139116240893683 0.00286886421665663 0.00400873905113147 0.00365751069821879 0 0.000800563596772128 0 0 0.00121528832715562 0.0037671168371287 0.00643894272560446 0 0.0020889364702196 0.00118456043923501 0 0 0 0 0 0.00415869583298678 0.000858663918942126 0.0100492412822832
"fitted" 0.00457719438327391 0.00245475076097274 0.00293595220269814 0.00119852341914761 0.00123377584760401 0.00320654991262151 0.00252921240325763 0.00158977456996598 0.00315499712106513 0.000843775049571784 0.00168197261748579 0.00139116240893683 0.00573772843331325 0.00200436952556573 0.0018287553491094 0.00156842242844073 0.00240169079031638 0.00485013095353575 0.00137453265889598 0.00364586498146685 0.00188355841856435 0.00321947136280223 0.00637064407211569 0.0057445752931039 0.00296140109808753 0.000648151148847911 0.00198469797858511 0 0 0.00113741488345289 0.000693115972164463 0.000858663918942126 0.00143560589746903
"gather" 0.00203430861478841 0.00572775177560305 0 0 0 0.00374097489805843 0 0.00317954913993196 0.000788749280266282 0.00112503339942905 0.00168197261748579 0.00463720802978942 0.00860659264996988 0 0.0018287553491094 0.00313684485688145 0.00320225438708851 0.00727519643030362 0.00274906531779195 0.00486115330862247 0 0.00321947136280223 0.00159266101802892 0.0015667023526647 0.00473824175694004 0.0110185695304145 0.00297704696787766 0.00124612144699622 0.00321230097118566 0.000379138294484296 0.00623804374948016 0.00171732783788425 0
"glasses" 0.0015257314610913 0 0 0.00179778512872142 0 0.00106884997087384 0.00632303100814406 0.00158977456996598 0.00315499712106513 0.00253132514871535 0.00504591785245736 0.00139116240893683 0.00286886421665663 0 0.00457188837277349 0.00261403738073454 0.000800563596772128 0 0.00274906531779195 0.00546879747220028 0 0.00482920704420334 0 0 0.00355368131770503 0 0.000992348989292554 0 0.00267691747598805 0.000758276588968592 0 0 0.00143560589746903
"guns" 0.00203430861478841 0 0 0 0 0.000534424985436919 0 0.00794887284982989 0.000788749280266282 0.00225006679885809 0 0 0 0 0 0.00418245980917527 0 0.0109127946454554 0.000687266329447988 0 0 0 0 0 0.00118456043923501 0 0.000992348989292554 0.00124612144699622 0.00588921844717371 0.000758276588968592 0 0 0
"pains" 0 0.00409125126828789 0 0.00179778512872142 0.00123377584760401 0.00534424985436919 0 0 0.00473249568159769 0.0036563585481444 0.00672789046994315 0.00417348722681048 0 0 0.000914377674554698 0.00418245980917527 0.00400281798386064 0.00242506547676787 0.000687266329447988 0.00121528832715562 0 0.000804867840700557 0.00318532203605785 0.0036556388228843 0 0.00194445344654373 0.00198469797858511 0.00124612144699622 0.00481845145677849 0.00113741488345289 0.00207934791649339 0.00257599175682638 0.00430681769240708
